grid_cell,grid_lat,grid_lon,volume,impact
"12.94608,77.52768",12.946081,77.527675,5,24.0
"13.0433,77.56919",13.043301,77.569188,12,24.0
"12.9393,77.57841",12.939299,77.578413,8,24.0
"12.96643,77.57149",12.96643,77.571494,8,24.0
"12.98226,77.58764",12.982256,77.587638,8,24.0
"13.02974,77.55766",13.029736,77.557657,8,23.5
"12.93252,77.51614",12.932516,77.516144,10,23.5
"12.99808,77.67989",12.998083,77.679889,8,23.5
"12.88956,77.59686",12.889558,77.596863,8,23.5
"12.97773,77.63376",12.977734,77.633764,8,23.5
"12.9913,77.65683",12.9913,77.656827,9,23.0
"12.91895,77.66836",12.91895,77.668358,9,23.0
"13.032,77.52998",13.031997,77.529982,9,23.0
"13.02069,77.67758",13.020692,77.677583,9,23.0
"13.05008,77.48847",13.050084,77.488469,9,23.0
"12.92347,77.55304",12.923472,77.553044,7,22.5
"12.97095,77.74908",12.970952,77.749077,5,22.5
"13.0026,77.72371",13.002605,77.723708,5,22.5
"13.01391,77.5738",13.013909,77.573801,10,22.5
"12.89408,77.56919",12.89408,77.569188,10,22.5
"12.95739,77.52537",12.957386,77.525369,5,22.5
"13.09756,77.59917",13.097564,77.59917,10,22.5
"12.90765,77.55074",12.907646,77.550738,5,22.5
"12.95739,77.56227",12.957386,77.562269,4,22.5
"12.90086,77.62684",12.900863,77.626845,11,22.0
"13.05234,77.5738",13.052345,77.573801,11,22.0
"12.90765,77.64991",12.907646,77.649908,11,22.0
"12.90538,77.69834",12.905385,77.698339,11,22.0
"12.98226,77.52998",12.982256,77.529982,11,22.0
"13.01843,77.63838",13.018431,77.638376,11,22.0
"13.05687,77.6476",13.056867,77.647601,11,22.0
"13.01391,77.54151",13.013909,77.541513,11,22.0
"13.05008,77.51384",13.050084,77.513838,11,22.0
"12.98226,77.56688",12.982256,77.566882,11,22.0
"13.19478,77.70526",13.194784,77.705258,11,22.0
"13.01617,77.76061",13.01617,77.760609,11,22.0
"12.99582,77.56458",12.995822,77.564576,11,22.0
"13.02295,77.51845",13.022953,77.51845,11,22.0
"12.89408,77.56688",12.89408,77.566882,6,22.0
"12.95286,77.59456",12.952864,77.594557,8,22.0
"13.09756,77.56688",13.097564,77.566882,11,22.0
"12.91443,77.60378",12.914428,77.603782,6,22.0
"12.99808,77.60609",12.998083,77.606089,11,22.0
"13.00034,77.53459",13.000344,77.534594,11,22.0
"13.00939,77.65913",13.009387,77.659133,11,22.0
"13.03652,77.51845",13.036519,77.51845,11,22.0
"12.97547,77.61762",12.975473,77.61762,11,22.0
"13.05234,77.6453",13.052345,77.645295,11,22.0
"13.04782,77.57611",13.047823,77.576107,11,22.0
"12.95965,77.66375",12.959647,77.663745,11,22.0
"13.06139,77.6476",13.061389,77.647601,11,22.0
"13.06139,77.5738",13.061389,77.573801,10,22.0
"12.96191,77.54151",12.961908,77.541513,11,22.0
"12.98452,77.73063",12.984517,77.730627,7,21.5
"12.97095,77.58533",12.970952,77.585332,7,21.0
"12.92799,77.59917",12.927994,77.59917,6,21.0
"12.91669,77.62684",12.916689,77.626845,8,21.0
"12.98678,77.58764",12.986778,77.587638,7,21.0
"13.0026,77.52768",13.002605,77.527675,8,21.0
"12.98678,77.55996",12.986778,77.559963,7,21.0
"12.95512,77.58303",12.955125,77.583026,6,21.0
"12.93026,77.63376",12.930255,77.633764,10,21.0
"13.00034,77.55074",13.000344,77.550738,7,21.0
"12.90538,77.58764",12.905385,77.587638,7,21.0
"12.96643,77.59686",12.96643,77.596863,5,21.0
"12.91217,77.57841",12.912167,77.578413,7,21.0
"12.95512,77.60148",12.955125,77.601476,7,21.0
"12.95512,77.54843",12.955125,77.548432,7,21.0
"13.00713,77.61301",13.007126,77.613007,8,21.0
"12.90991,77.58072",12.909906,77.58072,7,21.0
"12.97095,77.5738",12.970952,77.573801,6,21.0
"12.95739,77.56458",12.957386,77.564576,4,21.0
"13.04104,77.56919",13.04104,77.569188,10,21.0
"12.99582,77.5738",12.995822,77.573801,9,20.5
"12.9913,77.52076",12.9913,77.520756,9,20.5
"13.00939,77.69834",13.009387,77.698339,9,20.5
"12.86017,77.52998",12.860166,77.529982,9,20.5
"12.99582,77.60609",12.995822,77.606089,9,20.5
"12.9913,77.71218",12.9913,77.712177,9,20.5
"12.96869,77.49539",12.968691,77.495387,9,20.5
"12.95739,77.74447",12.957386,77.744465,9,20.5
"13.04556,77.58994",13.045562,77.589945,9,20.5
"13.0433,77.55304",13.043301,77.553044,10,20.0
"13.0026,77.59456",13.002605,77.594557,10,20.0
"13.06365,77.56919",13.06365,77.569188,10,20.0
"13.0026,77.61531",13.002605,77.615314,10,20.0
"13.032,77.63607",13.031997,77.63607,10,20.0
"12.88504,77.56458",12.885036,77.564576,10,20.0
"12.98,77.53459",12.979995,77.534594,10,20.0
"12.98452,77.6107",12.984517,77.610701,10,20.0
"12.97547,77.74908",12.975473,77.749077,5,20.0
"13.0026,77.71448",13.002605,77.714483,5,20.0
"12.91443,77.56919",12.914428,77.569188,10,20.0
"13.00939,77.52768",13.009387,77.527675,5,20.0
"12.87373,77.63838",12.873732,77.638376,10,20.0
"13.02069,77.59917",13.020692,77.59917,10,20.0
"12.83982,77.66144",12.839818,77.661439,10,20.0
"13.05234,77.76292",13.052345,77.762915,10,20.0
"12.96869,77.50922",12.968691,77.509225,10,20.0
"12.9913,77.70295",12.9913,77.702952,10,20.0
"12.93478,77.55996",12.934777,77.559963,5,20.0
"13.10661,77.60148",13.106607,77.601476,10,20.0
"12.90086,77.63838",12.900863,77.638376,10,20.0
"12.99808,77.61301",12.998083,77.613007,10,20.0
"13.02069,77.70065",13.020692,77.700646,10,20.0
"13.09982,77.57841",13.099825,77.578413,10,20.0
"13.02295,77.65683",13.022953,77.656827,10,20.0
"13.02069,77.64068",13.020692,77.640683,10,20.0
"12.96191,77.70065",12.961908,77.700646,10,20.0
"12.92347,77.56227",12.923472,77.562269,8,20.0
"13.03878,77.62223",13.038779,77.622232,10,20.0
"12.94382,77.61993",12.94382,77.619926,10,20.0
"12.9913,77.7191",12.9913,77.719096,10,20.0
"12.97321,77.65221",12.973213,77.652214,5,20.0
"12.90765,77.63146",12.907646,77.631458,10,20.0
"13.02521,77.58303",13.025214,77.583026,10,20.0
"13.05461,77.64991",13.054606,77.649908,10,20.0
"12.92347,77.61531",12.923472,77.615314,7,20.0
"12.94834,77.49769",12.948342,77.497694,10,20.0
"12.87147,77.65221",12.871471,77.652214,10,20.0
"13.0026,77.56688",13.002605,77.566882,10,20.0
"13.0026,77.65913",13.002605,77.659133,10,20.0
"12.97095,77.6107",12.970952,77.610701,10,20.0
"12.95286,77.51845",12.952864,77.51845,5,20.0
"12.95512,77.73755",12.955125,77.737546,10,20.0
"13.03426,77.57149",13.034258,77.571494,10,20.0
"12.97095,77.65221",12.970952,77.652214,10,20.0
"13.08174,77.63376",13.081737,77.633764,6,19.5
"12.91217,77.54612",12.912167,77.546125,6,19.5
"13.06817,77.62684",13.068172,77.626845,6,19.5
"12.98,77.75138",12.979995,77.751384,6,19.5
"13.06139,77.57149",13.061389,77.571494,8,19.5
"13.00034,77.52306",13.000344,77.523063,6,19.5
"12.86469,77.53229",12.864688,77.532288,8,19.5
"12.95739,77.64991",12.957386,77.649908,7,19.0
"12.84208,77.68681",12.842079,77.686808,7,19.0
"12.87825,77.67066",12.878253,77.670664,7,19.0
"12.96869,77.62454",12.968691,77.624539,8,19.0
"13.13826,77.61762",13.13826,77.61762,9,19.0
"12.98452,77.64299",12.984517,77.642989,7,19.0
"13.00487,77.58303",13.004866,77.583026,7,19.0
"12.96869,77.70987",12.968691,77.709871,8,18.5
"13.1993,77.67758",13.199305,77.677583,8,18.5
"12.98452,77.47694",12.984517,77.476937,8,18.5
"13.05008,77.76061",13.050084,77.760609,5,18.5
"13.02521,77.65913",13.025214,77.659133,8,18.5
"12.95286,77.67989",12.952864,77.679889,8,18.5
"12.85112,77.58764",12.851122,77.587638,8,18.5
"12.93478,77.51384",12.934777,77.513838,8,18.5
"13.01843,77.76061",13.018431,77.760609,9,18.0
"13.09078,77.59456",13.090781,77.594557,4,18.0
"13.02069,77.55304",13.020692,77.553044,9,18.0
"13.01843,77.67297",13.018431,77.67297,9,18.0
"12.88504,77.6476",12.885036,77.647601,9,18.0
"12.90765,77.51153",12.907646,77.511531,9,18.0
"13.032,77.57149",13.031997,77.571494,9,18.0
"12.95965,77.61301",12.959647,77.613007,4,18.0
"12.97095,77.60148",12.970952,77.601476,9,18.0
"12.90991,77.6476",12.909906,77.647601,9,18.0
"13.02521,77.51845",13.025214,77.51845,9,18.0
"13.05234,77.48155",13.052345,77.48155,9,18.0
"12.91669,77.54151",12.916689,77.541513,4,18.0
"13.20157,77.67758",13.201566,77.677583,9,18.0
"12.94156,77.56458",12.941559,77.564576,9,18.0
"12.92121,77.63838",12.921211,77.638376,9,18.0
"13.05687,77.47002",13.056867,77.470018,9,18.0
"13.04104,77.52768",13.04104,77.527675,4,18.0
"13.19704,77.67758",13.197045,77.677583,9,18.0
"12.8986,77.64991",12.898602,77.649908,9,18.0
"13.06139,77.58764",13.061389,77.587638,8,18.0
"12.96417,77.60378",12.964169,77.603782,9,18.0
"13.12243,77.6107",13.122434,77.610701,9,18.0
"13.00713,77.65683",13.007126,77.656827,9,18.0
"13.12017,77.62684",13.120173,77.626845,9,18.0
"12.93704,77.63146",12.937038,77.631458,9,18.0
"13.05687,77.55766",13.056867,77.557657,9,18.0
"12.91895,77.63607",12.91895,77.63607,9,18.0
"12.93252,77.61993",12.932516,77.619926,9,18.0
"12.93026,77.6107",12.930255,77.610701,5,18.0
"12.98,77.56919",12.979995,77.569188,6,18.0
"13.05234,77.61993",13.052345,77.619926,9,18.0
"12.97547,77.60378",12.975473,77.603782,6,18.0
"13.09982,77.58764",13.099825,77.587638,9,18.0
"13.03878,77.61531",13.038779,77.615314,9,18.0
"12.97547,77.56458",12.975473,77.564576,6,18.0
"12.97547,77.52306",12.975473,77.523063,9,18.0
"12.97547,77.54151",12.975473,77.541513,6,18.0
"12.98,77.7191",12.979995,77.719096,9,18.0
"12.98904,77.57611",12.989039,77.576107,5,18.0
"12.92347,77.62684",12.923472,77.626845,9,18.0
"13.05234,77.58764",13.052345,77.587638,9,18.0
"13.05234,77.58994",13.052345,77.589945,9,18.0
"12.96191,77.53229",12.961908,77.532288,6,18.0
"12.95965,77.50231",12.959647,77.502306,9,18.0
"12.88956,77.57149",12.889558,77.571494,9,18.0
"13.1473,77.61762",13.147304,77.61762,4,18.0
"13.14052,77.61762",13.140521,77.61762,9,18.0
"12.97547,77.71448",12.975473,77.714483,4,18.0
"12.95965,77.71218",12.959647,77.712177,9,18.0
"12.95965,77.66605",12.959647,77.666052,9,18.0
"13.09304,77.59917",13.093042,77.59917,9,18.0
"13.07269,77.60148",13.072693,77.601476,9,18.0
"13.0433,77.54612",13.043301,77.546125,9,18.0
"12.89634,77.57149",12.896341,77.571494,9,18.0
"13.07269,77.58303",13.072693,77.583026,9,18.0
"12.98,77.53229",12.979995,77.532288,9,18.0
"13.06365,77.57611",13.06365,77.576107,9,18.0
"13.0433,77.55535",13.043301,77.555351,9,18.0
"12.88051,77.6084",12.880514,77.608395,9,18.0
"12.95739,77.53459",12.957386,77.534594,6,18.0
"12.9913,77.756",12.9913,77.755996,5,17.5
"13.04556,77.53921",13.045562,77.539207,5,17.5
"12.87599,77.67066",12.875993,77.670664,5,17.5
"13.02748,77.63146",13.027475,77.631458,5,17.5
"12.94156,77.52306",12.941559,77.523063,7,17.5
"12.98904,77.54382",12.989039,77.543819,6,17.0
"12.98,77.63607",12.979995,77.63607,6,17.0
"12.96869,77.50692",12.968691,77.506919,6,17.0
"12.9506,77.61993",12.950603,77.619926,6,17.0
"13.05687,77.62454",13.056867,77.624539,6,17.0
"12.98226,77.5369",12.982256,77.5369,6,17.0
"12.96191,77.60378",12.961908,77.603782,6,17.0
"13.03652,77.52076",13.036519,77.520756,6,17.0
"13.02748,77.62915",13.027475,77.629151,6,17.0
"13.06817,77.62915",13.068172,77.629151,6,17.0
"12.98678,77.49769",12.986778,77.497694,7,16.5
"13.05687,77.64991",13.056867,77.649908,7,16.5
"12.93252,77.48616",12.932516,77.486162,7,16.5
"13.02069,77.6476",13.020692,77.647601,7,16.5
"12.99356,77.57841",12.993561,77.578413,7,16.5
"13.01843,77.59456",13.018431,77.594557,8,16.0
"13.01391,77.54612",13.013909,77.546125,8,16.0
"12.90991,77.48155",12.909906,77.48155,8,16.0
"12.92347,77.65452",12.923472,77.65452,8,16.0
"12.91669,77.56227",12.916689,77.562269,8,16.0
"13.07722,77.55766",13.077215,77.557657,8,16.0
"13.18348,77.69142",13.183479,77.691421,8,16.0
"12.93252,77.5369",12.932516,77.5369,8,16.0
"12.92347,77.6476",12.923472,77.647601,8,16.0
"13.00939,77.65683",13.009387,77.656827,8,16.0
"13.00034,77.56227",13.000344,77.562269,8,16.0
"13.02748,77.57841",13.027475,77.578413,8,16.0
"12.88504,77.55535",12.885036,77.555351,8,16.0
"13.07043,77.50231",13.070432,77.502306,8,16.0
"12.92347,77.48386",12.923472,77.483856,8,16.0
"13.0953,77.58303",13.095303,77.583026,8,16.0
"13.00034,77.59917",13.000344,77.59917,8,16.0
"13.00487,77.61301",13.004866,77.613007,8,16.0
"13.00487,77.6107",13.004866,77.610701,8,16.0
"12.97547,77.61531",12.975473,77.615314,8,16.0
"13.0026,77.6107",13.002605,77.610701,8,16.0
"12.89408,77.58533",12.89408,77.585332,8,16.0
"13.02295,77.71448",13.022953,77.714483,8,16.0
"12.84886,77.58764",12.848861,77.587638,8,16.0
"12.94156,77.54843",12.941559,77.548432,5,16.0
"12.98226,77.67989",12.982256,77.679889,7,16.0
"13.04104,77.55535",13.04104,77.555351,8,16.0
"12.92121,77.49539",12.921211,77.495387,4,15.5
"13.02521,77.54612",13.025214,77.546125,4,15.5
"12.98904,77.65452",12.989039,77.65452,4,15.5
"12.81043,77.69373",12.810426,77.693727,6,15.5
"12.96869,77.73063",12.968691,77.730627,4,15.5
"12.98904,77.72602",12.989039,77.726015,4,15.5
"12.94156,77.57611",12.941559,77.576107,3,15.0
"12.98226,77.69142",12.982256,77.691421,7,15.0
"12.96869,77.70065",12.968691,77.700646,5,15.0
"12.9393,77.68911",12.939299,77.689114,5,15.0
"12.96417,77.61531",12.964169,77.615314,4,15.0
"12.92121,77.55535",12.921211,77.555351,5,15.0
"12.95286,77.65221",12.952864,77.652214,5,15.0
"12.91895,77.59686",12.91895,77.596863,5,15.0
"12.93478,77.5738",12.934777,77.573801,5,15.0
"12.95739,77.63838",12.957386,77.638376,5,15.0
"13.02069,77.54843",13.020692,77.548432,5,15.0
"12.98226,77.55535",12.982256,77.555351,5,15.0
"12.98452,77.57611",12.984517,77.576107,5,15.0
"12.99356,77.58303",12.993561,77.583026,5,15.0
"13.01617,77.61762",13.01617,77.61762,5,15.0
"12.93026,77.58072",12.930255,77.58072,4,15.0
"12.9506,77.60148",12.950603,77.601476,4,15.0
"12.92799,77.61531",12.927994,77.615314,5,15.0
"12.91443,77.5738",12.914428,77.573801,5,15.0
"12.93026,77.59917",12.930255,77.59917,5,15.0
"13.01391,77.58303",13.013909,77.583026,5,15.0
"13.08174,77.63838",13.081737,77.638376,5,15.0
"13.00487,77.54612",13.004866,77.546125,4,15.0
"13.11339,77.57841",13.11339,77.578413,7,15.0
"12.98452,77.58994",12.984517,77.589945,3,15.0
"12.96869,77.59456",12.968691,77.594557,5,15.0
"12.98226,77.59225",12.982256,77.592251,4,15.0
"13.00487,77.55535",13.004866,77.555351,5,15.0
"12.94834,77.59225",12.948342,77.592251,5,15.0
"12.94608,77.57611",12.946081,77.576107,5,15.0
"12.94608,77.5738",12.946081,77.573801,5,15.0
"12.98904,77.55766",12.989039,77.557657,5,15.0
"12.98226,77.54612",12.982256,77.546125,5,15.0
"12.97321,77.52768",12.973213,77.527675,5,15.0
"12.90765,77.56919",12.907646,77.569188,4,15.0
"12.90765,77.59456",12.907646,77.594557,3,15.0
"12.96869,77.63146",12.968691,77.631458,6,14.5
"12.95512,77.73985",12.955125,77.739852,6,14.5
"13.04782,77.54843",13.047823,77.548432,6,14.5
"12.99582,77.48847",12.995822,77.488469,6,14.5
"12.97095,77.64068",12.970952,77.640683,6,14.5
"13.02521,77.55996",13.025214,77.559963,6,14.5
"12.93704,77.71679",12.937038,77.71679,6,14.5
"12.96417,77.65913",12.964169,77.659133,6,14.5
"13.02295,77.58072",13.022953,77.58072,6,14.5
"12.92799,77.62915",12.927994,77.629151,6,14.5
"13.02974,77.63376",13.029736,77.633764,6,14.5
"13.03426,77.53229",13.034258,77.532288,7,14.0
"12.88051,77.64991",12.880514,77.649908,7,14.0
"13.00034,77.62915",13.000344,77.629151,7,14.0
"13.24226,77.71448",13.242263,77.714483,7,14.0
"13.04104,77.61993",13.04104,77.619926,7,14.0
"12.95512,77.74216",12.955125,77.742159,7,14.0
"13.03426,77.51845",13.034258,77.51845,7,14.0
"12.89408,77.62454",12.89408,77.624539,7,14.0
"13.05913,77.5738",13.059128,77.573801,7,14.0
"13.04556,77.50231",13.045562,77.502306,7,14.0
"12.95965,77.50692",12.959647,77.506919,7,14.0
"12.87373,77.6453",12.873732,77.645295,7,14.0
"12.87373,77.64299",12.873732,77.642989,7,14.0
"12.95965,77.67989",12.959647,77.679889,7,14.0
"12.92799,77.60609",12.927994,77.606089,7,14.0
"13.09756,77.56227",13.097564,77.562269,7,14.0
"12.92799,77.63376",12.927994,77.633764,7,14.0
"12.98,77.50922",12.979995,77.509225,4,14.0
"13.01165,77.54382",13.011648,77.543819,7,14.0
"12.8873,77.64991",12.887297,77.649908,7,14.0
"12.92799,77.59225",12.927994,77.592251,7,14.0
"12.90765,77.69142",12.907646,77.691421,7,14.0
"13.01843,77.56227",13.018431,77.562269,7,14.0
"12.90086,77.68681",12.900863,77.686808,7,14.0
"12.97547,77.63607",12.975473,77.63607,7,14.0
"12.98904,77.74677",12.989039,77.746771,7,14.0
"12.93252,77.55535",12.932516,77.555351,7,14.0
"13.01165,77.50461",13.011648,77.504613,7,14.0
"13.03652,77.51153",13.036519,77.511531,7,14.0
"13.06591,77.63146",13.065911,77.631458,7,14.0
"12.93704,77.51845",12.937038,77.51845,7,14.0
"13.09304,77.58072",13.093042,77.58072,7,14.0
"12.99808,77.62684",12.998083,77.626845,7,14.0
"13.00487,77.63376",13.004866,77.633764,7,14.0
"12.98,77.65683",12.979995,77.656827,7,14.0
"12.99808,77.59917",12.998083,77.59917,7,14.0
"12.92347,77.66836",12.923472,77.668358,7,14.0
"12.91217,77.60148",12.912167,77.601476,7,14.0
"12.92347,77.63838",12.923472,77.638376,7,14.0
"12.99808,77.56227",12.998083,77.562269,7,14.0
"13.02974,77.58533",13.029736,77.585332,7,14.0
"12.98,77.72371",12.979995,77.723708,7,14.0
"13.02521,77.52076",13.025214,77.520756,7,14.0
"12.91669,77.56458",12.916689,77.564576,7,14.0
"12.9393,77.49308",12.939299,77.493081,7,14.0
"13.12017,77.62454",13.120173,77.624539,7,14.0
"13.00034,77.63376",13.000344,77.633764,7,14.0
"13.00713,77.57149",13.007126,77.571494,7,14.0
"13.00713,77.57611",13.007126,77.576107,7,14.0
"12.85112,77.65683",12.851122,77.656827,7,14.0
"12.92121,77.67528",12.921211,77.675277,7,14.0
"13.0433,77.62454",13.043301,77.624539,7,14.0
"12.99356,77.68911",12.993561,77.689114,7,14.0
"12.90991,77.67528",12.909906,77.675277,7,14.0
"13.11339,77.60609",13.11339,77.606089,7,14.0
"12.90765,77.63838",12.907646,77.638376,7,14.0
"13.05913,77.6476",13.059128,77.647601,7,14.0
"12.94156,77.49308",12.941559,77.493081,7,14.0
"13.06139,77.57611",13.061389,77.576107,7,14.0
"13.00034,77.57149",13.000344,77.571494,7,14.0
"12.90312,77.62684",12.903124,77.626845,7,14.0
"12.88956,77.66605",12.889558,77.666052,7,14.0
"13.01617,77.65221",13.01617,77.652214,7,14.0
"12.96417,77.50461",12.964169,77.504613,7,14.0
"12.9393,77.63146",12.939299,77.631458,7,14.0
"12.8986,77.6453",12.898602,77.645295,7,14.0
"13.04556,77.57841",13.045562,77.578413,7,14.0
"12.87825,77.63607",12.878253,77.63607,7,14.0
"13.19704,77.70526",13.197045,77.705258,7,14.0
"13.19478,77.67989",13.194784,77.679889,7,14.0
"13.19252,77.69834",13.192523,77.698339,7,14.0
"12.98226,77.63607",12.982256,77.63607,3,13.5
"13.06139,77.73985",13.061389,77.739852,3,13.5
"13.05687,77.58533",13.056867,77.585332,5,13.5
"13.24905,77.70526",13.249046,77.705258,3,13.5
"13.25583,77.71218",13.255829,77.712177,3,13.5
"12.93478,77.69373",12.934777,77.693727,3,13.5
"12.91217,77.51153",12.912167,77.511531,3,13.5
"12.98678,77.49308",12.986778,77.493081,4,13.0
"12.96643,77.53921",12.96643,77.539207,5,13.0
"13.05234,77.55074",13.052345,77.550738,4,13.0
"12.95965,77.51845",12.959647,77.51845,4,13.0
"12.9506,77.68911",12.950603,77.689114,4,13.0
"13.02748,77.53459",13.027475,77.534594,5,12.5
"12.90991,77.48386",12.909906,77.483856,5,12.5
"12.94382,77.49308",12.94382,77.493081,5,12.5
"12.97547,77.52537",12.975473,77.525369,5,12.5
"12.90086,77.62454",12.900863,77.624539,5,12.5
"12.96191,77.74677",12.961908,77.746771,5,12.5
"13.02295,77.50922",13.022953,77.509225,5,12.5
"12.90991,77.55766",12.909906,77.557657,5,12.5
"12.98678,77.6476",12.986778,77.647601,4,12.5
"12.98226,77.74908",12.982256,77.749077,5,12.5
"12.88956,77.66836",12.889558,77.668358,5,12.5
"13.03652,77.50231",13.036519,77.502306,5,12.5
"13.03426,77.52768",13.034258,77.527675,5,12.5
"13.0026,77.58072",13.002605,77.58072,5,12.5
"13.084,77.58072",13.083998,77.58072,6,12.0
"12.98,77.62454",12.979995,77.624539,6,12.0
"12.94608,77.60148",12.946081,77.601476,4,12.0
"13.0026,77.71679",13.002605,77.71679,6,12.0
"13.06591,77.53229",13.065911,77.532288,6,12.0
"12.95286,77.63838",12.952864,77.638376,6,12.0
"12.88278,77.63376",12.882775,77.633764,6,12.0
"12.98,77.63376",12.979995,77.633764,6,12.0
"12.87599,77.60148",12.875993,77.601476,6,12.0
"12.91669,77.6084",12.916689,77.608395,4,12.0
"12.91669,77.61301",12.916689,77.613007,4,12.0
"12.92347,77.59917",12.923472,77.59917,2,12.0
"12.92347,77.51614",12.923472,77.516144,6,12.0
"12.95965,77.63146",12.959647,77.631458,4,12.0
"12.96191,77.50922",12.961908,77.509225,6,12.0
"12.9506,77.54382",12.950603,77.543819,4,12.0
"12.93478,77.57841",12.934777,77.578413,4,12.0
"12.98678,77.59456",12.986778,77.594557,4,12.0
"12.98904,77.58533",12.989039,77.585332,4,12.0
"12.9393,77.62223",12.939299,77.622232,6,12.0
"12.90765,77.63376",12.907646,77.633764,6,12.0
"12.96643,77.53229",12.96643,77.532288,4,12.0
"12.96869,77.49769",12.968691,77.497694,6,12.0
"12.93704,77.55766",12.937038,77.557657,6,12.0
"12.88504,77.59456",12.885036,77.594557,6,12.0
"12.93026,77.60148",12.930255,77.601476,4,12.0
"13.05913,77.50692",13.059128,77.506919,6,12.0
"12.97095,77.70756",12.970952,77.707565,6,12.0
"12.93704,77.59917",12.937038,77.59917,3,12.0
"13.01165,77.76061",13.011648,77.760609,6,12.0
"12.92799,77.67528",12.927994,77.675277,6,12.0
"12.98452,77.52306",12.984517,77.523063,6,12.0
"12.90086,77.59917",12.900863,77.59917,4,12.0
"12.96417,77.59225",12.964169,77.592251,4,12.0
"12.96417,77.6084",12.964169,77.608395,4,12.0
"12.91669,77.59917",12.916689,77.59917,4,12.0
"12.98,77.55996",12.979995,77.559963,4,12.0
"12.91895,77.6107",12.91895,77.610701,4,12.0
"12.92347,77.55996",12.923472,77.559963,4,12.0
"12.95286,77.53921",12.952864,77.539207,4,12.0
"12.92573,77.51384",12.925733,77.513838,6,12.0
"12.91895,77.57149",12.91895,77.571494,4,12.0
"12.98678,77.68911",12.986778,77.689114,6,12.0
"13.02069,77.6107",13.020692,77.610701,6,12.0
"12.9506,77.53459",12.950603,77.534594,4,12.0
"12.93704,77.52306",12.937038,77.523063,6,12.0
"12.97095,77.63146",12.970952,77.631458,6,12.0
"13.06365,77.59225",13.06365,77.592251,6,12.0
"12.87825,77.63838",12.878253,77.638376,6,12.0
"13.032,77.62915",13.031997,77.629151,6,12.0
"12.96417,77.54612",12.964169,77.546125,6,12.0
"13.07043,77.60378",13.070432,77.603782,6,12.0
"13.032,77.62454",13.031997,77.624539,6,12.0
"12.90538,77.58303",12.905385,77.583026,2,12.0
"13.00939,77.62454",13.009387,77.624539,6,12.0
"12.90765,77.63607",12.907646,77.63607,6,12.0
"13.0026,77.62223",13.002605,77.622232,6,12.0
"13.0026,77.57149",13.002605,77.571494,6,12.0
"12.87825,77.59456",12.878253,77.594557,6,12.0
"12.96417,77.61301",12.964169,77.613007,2,12.0
"12.94608,77.62684",12.946081,77.626845,6,12.0
"13.01617,77.5369",13.01617,77.5369,6,12.0
"12.98452,77.72832",12.984517,77.728321,6,12.0
"12.98452,77.61301",12.984517,77.613007,6,12.0
"13.032,77.73293",13.031997,77.732934,6,12.0
"12.95739,77.64068",12.957386,77.640683,4,12.0
"13.07043,77.60609",13.070432,77.606089,6,12.0
"12.97547,77.53459",12.975473,77.534594,4,12.0
"12.90765,77.57611",12.907646,77.576107,4,12.0
"13.02521,77.53229",13.025214,77.532288,6,12.0
"12.97095,77.55074",12.970952,77.550738,4,12.0
"12.95512,77.56458",12.955125,77.564576,2,12.0
"12.95965,77.56458",12.959647,77.564576,3,12.0
"12.98,77.51614",12.979995,77.516144,6,12.0
"12.97547,77.69373",12.975473,77.693727,6,12.0
"13.09756,77.58533",13.097564,77.585332,6,12.0
"13.03878,77.58994",13.038779,77.589945,6,12.0
"13.06139,77.58303",13.061389,77.583026,5,12.0
"12.9506,77.6084",12.950603,77.608395,5,12.0
"13.09304,77.57841",13.093042,77.578413,6,12.0
"12.98678,77.68681",12.986778,77.686808,4,11.5
"13.00939,77.54382",13.009387,77.543819,5,11.0
"12.94608,77.56458",12.946081,77.564576,4,11.0
"12.92121,77.6107",12.921211,77.610701,3,11.0
"13.05008,77.55304",13.050084,77.553044,3,11.0
"13.03426,77.55766",13.034258,77.557657,3,11.0
"12.8986,77.61993",12.898602,77.619926,3,11.0
"12.97321,77.65683",12.973213,77.656827,3,11.0
"13.1993,77.66144",13.199305,77.661439,5,11.0
"13.02974,77.56919",13.029736,77.569188,3,11.0
"13.032,77.51153",13.031997,77.511531,3,11.0
"13.10208,77.58303",13.102085,77.583026,5,11.0
"12.91217,77.59917",12.912167,77.59917,4,11.0
"12.93478,77.50922",12.934777,77.509225,3,11.0
"13.05687,77.62684",13.056867,77.626845,4,10.5
"12.83756,77.67528",12.837557,77.675277,4,10.5
"13.00939,77.56227",13.009387,77.562269,4,10.5
"13.00034,77.62684",13.000344,77.626845,4,10.5
"13.07269,77.60378",13.072693,77.603782,4,10.5
"13.07043,77.63607",13.070432,77.63607,4,10.5
"12.94382,77.67989",12.94382,77.679889,4,10.5
"13.04104,77.59225",13.04104,77.592251,4,10.5
"13.04104,77.6107",13.04104,77.610701,4,10.5
"13.08174,77.54843",13.081737,77.548432,4,10.5
"12.87147,77.64991",12.871471,77.649908,5,10.0
"13.0433,77.55074",13.043301,77.550738,5,10.0
"12.95512,77.73524",12.955125,77.73524,5,10.0
"12.95512,77.72371",12.955125,77.723708,5,10.0
"12.95512,77.72602",12.955125,77.726015,5,10.0
"13.0433,77.59917",13.043301,77.59917,5,10.0
"12.91669,77.6845",12.916689,77.684502,5,10.0
