grid_cell,grid_lat,grid_lon,n_events,weighted,high_sev,active_days,zone,cum_share
"12.9393,77.52998",12.939299,77.529982,2,4,0,2,Byatarayanapura,0.996
"12.97547,77.65221",12.975473,77.652214,2,4,0,2,Jeevanbheemanagar,0.996
"12.97547,77.7191",12.975473,77.719096,2,4,0,1,Whitefield,0.996
"13.07495,77.63146",13.074954,77.631458,2,4,0,1,Hennuru,0.996
"13.07948,77.63376",13.079476,77.633764,2,4,0,1,Hennuru,0.996
"13.08174,77.55996",13.081737,77.559963,2,4,0,1,Yelahanka,0.996
"12.94156,77.49539",12.941559,77.495387,2,4,0,2,Jnanabharathi,0.996
"12.9393,77.55766",12.939299,77.557657,2,4,0,2,Basavanagudi,0.996
"13.09078,77.63376",13.090781,77.633764,2,4,0,2,Hennuru,0.996
"12.92573,77.59225",12.925733,77.592251,2,4,0,1,Jayanagara,0.996
"12.98452,77.54151",12.984517,77.541513,2,4,0,2,Vijayanagara,0.996
"12.98452,77.56458",12.984517,77.564576,2,4,0,1,Sheshadripuram,0.9961
"12.98452,77.56919",12.984517,77.569188,2,4,0,1,Sheshadripuram,0.9961
"12.86017,77.70526",12.860166,77.705258,2,4,0,1,Electronic City,0.9961
"12.86243,77.52768",12.862427,77.527675,2,4,0,1,Thalagattapura,0.9961
"13.03426,77.50231",13.034258,77.502306,2,4,0,1,Peenya,0.9961
"12.96643,77.56227",12.96643,77.562269,2,4,0,2,Chamarajpet,0.9961
"12.91217,77.55766",12.912167,77.557657,2,4,0,2,K.S. Layout,0.9961
"12.88504,77.63607",12.885036,77.63607,2,4,0,2,Hulimavu,0.9961
"13.03878,77.61762",13.038779,77.61762,2,4,0,2,Hennuru,0.9961
"13.03878,77.62454",13.038779,77.624539,2,4,0,2,Hennuru,0.9961
"13.03878,77.64068",13.038779,77.640683,2,4,0,2,Hennuru,0.9961
"13.04104,77.51153",13.04104,77.511531,2,4,0,2,Peenya,0.9961
"12.91443,77.61301",12.914428,77.613007,2,4,0,2,Madiwala,0.9962
"12.91443,77.48155",12.914428,77.48155,2,4,0,1,Kengeri,0.9962
"12.90086,77.54382",12.900863,77.543819,2,4,0,2,K.S. Layout,0.9962
"13.01617,77.63607",13.01617,77.63607,2,4,0,2,Banaswadi,0.9962
"13.01617,77.63838",13.01617,77.638376,2,4,0,2,Banaswadi,0.9962
"12.90538,77.64299",12.905385,77.642989,2,4,0,1,HSR Layout,0.9962
"12.90538,77.70065",12.905385,77.700646,2,4,0,1,Bellandur,0.9962
"13.00487,77.61762",13.004866,77.61762,2,4,0,1,Pulikeshinagar(F.Town),0.9962
"13.00487,77.63838",13.004866,77.638376,2,4,0,2,Banaswadi,0.9962
"13.00487,77.68911",13.004866,77.689114,2,4,0,1,K.R. Pura,0.9962
"12.96643,77.65913",12.96643,77.659133,2,4,0,1,Jeevanbheemanagar,0.9962
"12.94608,77.61762",12.946081,77.61762,2,4,0,2,Adugodi,0.9962
"13.07043,77.52768",13.070432,77.527675,2,4,0,2,Jalahalli,0.9963
"13.07043,77.55535",13.070432,77.555351,2,4,0,2,Yelahanka,0.9963
"13.00487,77.71218",13.004866,77.712177,2,4,0,1,K.R. Pura,0.9963
"12.8986,77.59917",12.898602,77.59917,2,4,0,2,Mico Layout,0.9963
"13.01843,77.6107",13.018431,77.610701,2,4,0,1,K.G. Halli,0.9963
"13.07043,77.56688",13.070432,77.566882,2,4,0,2,Kodigehalli,0.9963
"12.96643,77.6107",12.96643,77.610701,2,4,0,2,Ashok Nagar,0.9963
"12.98452,77.74677",12.984517,77.746771,2,4,0,1,Whitefield,0.9963
"12.92347,77.62454",12.923472,77.624539,2,4,0,1,Adugodi,0.9963
"12.86695,77.65913",12.866949,77.659133,2,4,0,2,Electronic City,0.9963
"12.89408,77.63838",12.89408,77.638376,2,4,0,2,HSR Layout,0.9963
"12.98678,77.59917",12.986778,77.59917,2,4,0,2,Shivajinagar,0.9963
"12.92121,77.66144",12.921211,77.661439,2,4,0,1,Bellandur,0.9963
"13.06591,77.45157",13.065911,77.451568,2,4,0,2,No Police Station,0.9964
"13.06591,77.50231",13.065911,77.502306,2,4,0,1,Chikkabanavara,0.9964
"13.06591,77.56919",13.065911,77.569188,2,4,0,2,Kodigehalli,0.9964
"13.06591,77.64068",13.065911,77.640683,2,4,0,2,Hennuru,0.9964
"13.06817,77.44234",13.068172,77.442343,2,4,0,1,No Police Station,0.9964
"13.06817,77.44465",13.068172,77.444649,2,4,0,2,No Police Station,0.9964
"12.91443,77.55304",12.914428,77.553044,2,4,0,1,K.S. Layout,0.9964
"13.04104,77.55304",13.04104,77.553044,2,4,0,1,Jalahalli,0.9964
"13.04104,77.57149",13.04104,77.571494,2,4,0,2,Kodigehalli,0.9964
"13.04104,77.61531",13.04104,77.615314,2,4,0,2,Hennuru,0.9964
"12.90991,77.53229",12.909906,77.532288,2,4,0,1,K.S. Layout,0.9964
"12.88956,77.60609",12.889558,77.606089,2,4,0,1,Mico Layout,0.9964
"12.99582,77.71679",12.995822,77.71679,2,4,0,2,K.R. Pura,0.9965
"12.98452,77.72602",12.984517,77.726015,2,4,0,1,Mahadevapura,0.9965
"13.0433,77.52306",13.043301,77.523063,2,4,0,1,Peenya,0.9965
"13.0433,77.74677",13.043301,77.746771,2,4,0,2,K.R. Pura,0.9965
"12.91443,77.59917",12.914428,77.59917,2,4,0,2,J.P. Nagar,0.9965
"12.94382,77.58303",12.94382,77.583026,2,4,0,1,Wilson Garden,0.9965
"13.06365,77.53229",13.06365,77.532288,2,4,0,1,Jalahalli,0.9965
"13.00713,77.65452",13.007126,77.65452,2,4,0,2,Banaswadi,0.9965
"12.97547,77.51384",12.975473,77.513838,2,4,0,2,Jnanabharathi,0.9965
"12.97547,77.51614",12.975473,77.516144,2,4,0,1,Jnanabharathi,0.9965
"13.0026,77.70065",13.002605,77.700646,2,4,0,1,K.R. Pura,0.9965
"12.90765,77.56458",12.907646,77.564576,2,4,0,1,K.S. Layout,0.9965
"12.90765,77.58764",12.907646,77.587638,2,4,0,2,J.P. Nagar,0.9966
"13.00487,77.53921",13.004866,77.539207,2,4,0,2,Rajajinagar,0.9966
"13.01843,77.62915",13.018431,77.629151,2,4,0,1,Banaswadi,0.9966
"13.01843,77.64068",13.018431,77.640683,2,4,0,1,Banaswadi,0.9966
"13.01843,77.64299",13.018431,77.642989,2,4,0,2,Banaswadi,0.9966
"13.01843,77.65683",13.018431,77.656827,2,4,0,2,Banaswadi,0.9966
"12.95965,77.71679",12.959647,77.71679,2,4,0,2,Whitefield,0.9966
"12.93704,77.58994",12.937038,77.589945,2,4,0,2,Wilson Garden,0.9966
"12.93704,77.60378",12.937038,77.603782,2,4,0,2,Adugodi,0.9966
"12.93704,77.6107",12.937038,77.610701,2,4,0,2,Adugodi,0.9966
"12.93704,77.61531",12.937038,77.615314,2,4,0,1,Adugodi,0.9966
"12.98904,77.61531",12.989039,77.615314,2,4,0,2,Pulikeshinagar(F.Town),0.9966
"12.95286,77.61531",12.952864,77.615314,2,4,0,1,Ashok Nagar,0.9967
"12.95286,77.61993",12.952864,77.619926,2,4,0,2,Ashok Nagar,0.9967
"13.05913,77.55766",13.059128,77.557657,2,4,0,1,Yelahanka,0.9967
"12.93026,77.51614",12.930255,77.516144,2,4,0,2,Kengeri,0.9967
"12.92121,77.5738",12.921211,77.573801,2,4,0,2,Banashankari,0.9967
"12.98904,77.52076",12.989039,77.520756,2,4,0,1,Kamakshipalya,0.9967
"13.05913,77.50231",13.059128,77.502306,2,4,0,1,Chikkabanavara,0.9967
"12.95965,77.64991",12.959647,77.649908,2,4,0,1,Jeevanbheemanagar,0.9967
"13.02295,77.55535",13.022953,77.555351,2,4,0,1,Yeshwanthpura,0.9967
"13.19252,77.6822",13.192523,77.682196,2,4,0,2,Devanahalli Airport,0.9967
"12.96191,77.63607",12.961908,77.63607,2,4,0,1,Halasur,0.9967
"13.04104,77.62223",13.04104,77.622232,2,4,0,2,Hennuru,0.9967
"12.96191,77.70526",12.961908,77.705258,2,4,0,1,HAL Old Airport,0.9968
"12.89182,77.61993",12.891819,77.619926,2,4,0,1,Madiwala,0.9968
"12.97095,77.64299",12.970952,77.642989,2,4,0,1,Jeevanbheemanagar,0.9968
"12.97095,77.69834",12.970952,77.698339,2,4,0,1,HAL Old Airport,0.9968
"12.92121,77.55074",12.921211,77.550738,2,4,0,1,Banashankari,0.9968
"12.97095,77.72602",12.970952,77.726015,2,4,0,1,Whitefield,0.9968
"12.94608,77.55074",12.946081,77.550738,2,4,0,1,Basavanagudi,0.9968
"12.91669,77.66605",12.916689,77.666052,2,4,0,2,Bellandur,0.9968
"12.95739,77.53921",12.957386,77.539207,2,4,0,1,Vijayanagara,0.9968
"12.93478,77.59225",12.934777,77.592251,2,4,0,2,Jayanagara,0.9968
"12.97773,77.72602",12.977734,77.726015,2,4,0,1,Whitefield,0.9968
"12.97773,77.73293",12.977734,77.732934,2,4,0,1,Whitefield,0.9968
"12.90765,77.69373",12.907646,77.693727,2,4,0,1,Bellandur,0.9969
"13.00034,77.67297",13.000344,77.67297,2,4,0,1,Banaswadi,0.9969
"13.00034,77.67989",13.000344,77.679889,2,4,0,2,K.R. Pura,0.9969
"12.9506,77.49539",12.950603,77.495387,2,4,0,2,Jnanabharathi,0.9969
"12.94834,77.56688",12.948342,77.566882,2,4,0,1,V.V.Puram (C.Pet),0.9969
"12.99356,77.62684",12.993561,77.626845,2,4,0,2,Pulikeshinagar(F.Town),0.9969
"13.04556,77.56688",13.045562,77.566882,2,4,0,2,Kodigehalli,0.9969
"12.88051,77.63607",12.880514,77.63607,2,4,0,2,Hulimavu,0.9969
"13.00034,77.6822",13.000344,77.682196,2,4,0,2,K.R. Pura,0.9969
"12.83304,77.67758",12.833035,77.677583,2,4,0,2,Electronic City,0.9969
"13.02295,77.6107",13.022953,77.610701,2,4,0,2,K.G. Halli,0.9969
"13.02295,77.61762",13.022953,77.61762,2,4,0,2,K.G. Halli,0.9969
"12.91895,77.59225",12.91895,77.592251,2,4,0,1,Jayanagara,0.9969
"13.25583,77.71679",13.255829,77.71679,2,4,0,1,Devanahalli Airport,0.997
"13.05461,77.76522",13.054606,77.765221,2,4,0,1,K.R. Pura,0.997
"13.05461,77.76753",13.054606,77.767528,2,4,0,1,K.R. Pura,0.997
"13.05687,77.46771",13.056867,77.467712,2,4,0,1,Chikkabanavara,0.997
"13.05687,77.51845",13.056867,77.51845,2,4,0,1,Chikkabanavara,0.997
"13.05687,77.59686",13.056867,77.596863,2,4,0,1,Hebbala,0.997
"12.98,77.54612",12.979995,77.546125,2,4,0,1,Magadi Road,0.997
"12.93478,77.52998",12.934777,77.529982,2,4,0,2,Byatarayanapura,0.997
"12.93478,77.53229",12.934777,77.532288,2,4,0,2,Banashankari,0.997
"13.05913,77.45849",13.059128,77.458487,2,4,0,2,No Police Station,0.997
"13.25809,77.71679",13.25809,77.71679,2,4,0,1,Devanahalli Airport,0.997
"13.02295,77.63607",13.022953,77.63607,2,4,0,1,Banaswadi,0.997
"12.94834,77.62684",12.948342,77.626845,2,4,0,1,Ashok Nagar,0.9971
"13.02295,77.71679",13.022953,77.71679,2,4,0,2,K.R. Pura,0.9971
"12.90765,77.61301",12.907646,77.613007,2,4,0,2,Mico Layout,0.9971
"13.05461,77.59456",13.054606,77.594557,2,4,0,1,Hebbala,0.9971
"12.87599,77.6084",12.875993,77.608395,2,4,0,1,Hulimavu,0.9971
"12.87599,77.61301",12.875993,77.613007,2,4,0,1,Hulimavu,0.9971
"12.87599,77.63838",12.875993,77.638376,2,4,0,1,Hulimavu,0.9971
"12.98904,77.72832",12.989039,77.728321,2,4,0,2,Mahadevapura,0.9971
"13.02521,77.51614",13.025214,77.516144,2,4,0,1,Peenya,0.9971
"12.88956,77.64299",12.889558,77.642989,2,4,0,2,HSR Layout,0.9971
"12.94834,77.74447",12.948342,77.744465,2,4,0,1,Whitefield,0.9971
"12.94834,77.49539",12.948342,77.495387,2,4,0,1,Jnanabharathi,0.9971
"12.9506,77.48155",12.950603,77.48155,2,4,0,1,Jnanabharathi,0.9972
"12.91895,77.5738",12.91895,77.573801,2,4,0,2,Banashankari,0.9972
"12.91895,77.57611",12.91895,77.576107,2,4,0,2,Jayanagara,0.9972
"12.9913,77.59686",12.9913,77.596863,2,4,0,2,High ground,0.9972
"13.05008,77.6453",13.050084,77.645295,2,4,0,2,Hennuru,0.9972
"13.02748,77.51153",13.027475,77.511531,2,4,0,1,Peenya,0.9972
"13.02748,77.59225",13.027475,77.592251,2,4,0,2,R.T. Nagar,0.9972
"13.02748,77.60609",13.027475,77.606089,2,4,0,1,Hebbala,0.9972
"13.02974,77.53229",13.029736,77.532288,2,4,0,2,Yeshwanthpura,0.9972
"12.88956,77.56458",12.889558,77.564576,2,4,0,2,K.S. Layout,0.9972
"13.00034,77.57841",13.000344,77.578413,2,4,0,2,Sadashivanagar,0.9972
"12.93704,77.56919",12.937038,77.569188,2,4,0,2,Basavanagudi,0.9972
"12.87825,77.62454",12.878253,77.624539,2,4,0,2,Hulimavu,0.9973
"12.9913,77.70987",12.9913,77.709871,2,4,0,2,Mahadevapura,0.9973
"12.93704,77.57149",12.937038,77.571494,2,4,0,2,Basavanagudi,0.9973
"12.97773,77.55074",12.977734,77.550738,2,4,0,1,Magadi Road,0.9973
"12.97773,77.55766",12.977734,77.557657,2,4,0,1,Magadi Road,0.9973
"12.93704,77.52998",12.937038,77.529982,2,4,0,1,Byatarayanapura,0.9973
"12.93704,77.54843",12.937038,77.548432,2,4,0,1,Banashankari,0.9973
"12.88956,77.6476",12.889558,77.647601,2,4,0,2,Electronic City,0.9973
"12.96417,77.58764",12.964169,77.587638,2,4,0,2,Halasuru Gate,0.9973
"12.99356,77.59225",12.993561,77.592251,2,4,0,2,High ground,0.9973
"12.99356,77.60378",12.993561,77.603782,2,4,0,2,Pulikeshinagar(F.Town),0.9973
"13.03652,77.58994",13.036519,77.589945,2,4,0,1,Hebbala,0.9973
"13.03426,77.52998",13.034258,77.529982,2,4,0,1,Yeshwanthpura,0.9974
"13.03426,77.56458",13.034258,77.564576,2,4,0,2,Sadashivanagar,0.9974
"13.00939,77.70065",13.009387,77.700646,2,4,0,2,K.R. Pura,0.9974
"12.90086,77.70295",12.900863,77.702952,2,4,0,2,Bellandur,0.9974
"12.84208,77.6845",12.842079,77.684502,2,4,0,1,Electronic City,0.9974
"12.98226,77.56919",12.982256,77.569188,2,4,0,1,Sheshadripuram,0.9974
"12.98226,77.58303",12.982256,77.583026,2,4,0,2,High ground,0.9974
"12.8353,77.67989",12.835296,77.679889,2,4,0,2,Electronic City,0.9974
"13.10435,77.58072",13.104346,77.58072,2,4,0,2,Yelahanka,0.9974
"13.00939,77.55535",13.009387,77.555351,2,4,0,2,Malleshwaram,0.9974
"13.10435,77.60148",13.104346,77.601476,2,4,0,2,Yelahanka,0.9974
"12.96869,77.54843",12.968691,77.548432,2,4,0,2,Magadi Road,0.9974
"13.19252,77.64991",13.192523,77.649908,2,4,0,2,Chikkajala,0.9975
"13.03426,77.61301",13.034258,77.613007,2,4,0,2,K.G. Halli,0.9975
"13.03426,77.73063",13.034258,77.730627,2,4,0,1,K.R. Pura,0.9975
"12.91217,77.59686",12.912167,77.596863,2,4,0,2,J.P. Nagar,0.9975
"12.93704,77.56227",12.937038,77.562269,2,4,0,2,Basavanagudi,0.9975
"12.94156,77.59686",12.941559,77.596863,2,4,0,2,Adugodi,0.9975
"12.96869,77.55074",12.968691,77.550738,2,4,0,2,Magadi Road,0.9975
"12.98,77.7214",12.979995,77.721402,2,4,0,2,Mahadevapura,0.9975
"12.98226,77.6476",12.982256,77.647601,2,4,0,2,Banaswadi,0.9975
"12.94156,77.62915",12.941559,77.629151,2,4,0,2,Ashok Nagar,0.9975
"12.94156,77.63838",12.941559,77.638376,2,4,0,2,Ashok Nagar,0.9975
"12.94156,77.6845",12.941559,77.684502,2,4,0,2,HAL Old Airport,0.9975
"12.97321,77.58533",12.973213,77.585332,2,4,0,2,Halasuru Gate,0.9976
"12.96643,77.5",12.96643,77.5,2,4,0,2,Jnanabharathi,0.9976
"13.12243,77.62915",13.122434,77.629151,2,4,0,1,Yelahanka,0.9976
"12.90991,77.60148",12.909906,77.601476,2,4,0,1,Mico Layout,0.9976
"13.00939,77.6476",13.009387,77.647601,2,4,0,1,Banaswadi,0.9976
"13.19704,77.70756",13.197045,77.707565,2,4,0,1,Devanahalli Airport,0.9976
"13.1993,77.70756",13.199305,77.707565,1,3,1,1,Devanahalli Airport,0.9976
"13.20157,77.66144",13.201566,77.661439,1,3,1,1,Devanahalli Airport,0.9976
"13.19026,77.6476",13.190262,77.647601,1,3,1,1,Chikkajala,0.9976
"13.18348,77.64068",13.183479,77.640683,1,3,1,1,Chikkajala,0.9976
"13.15861,77.62454",13.158609,77.624539,1,3,1,1,Chikkajala,0.9976
"12.8873,77.6107",12.887297,77.610701,1,3,1,1,Mico Layout,0.9976
"13.03652,77.50922",13.036519,77.509225,1,3,1,1,Peenya,0.9976
"13.26261,77.71679",13.262611,77.71679,1,3,1,1,Devanahalli Airport,0.9976
"13.25583,77.70987",13.255829,77.709871,1,3,1,1,Devanahalli Airport,0.9976
"12.97321,77.51384",12.973213,77.513838,1,3,1,1,Jnanabharathi,0.9976
"12.97095,77.63838",12.970952,77.638376,1,3,1,1,Jeevanbheemanagar,0.9976
"12.91669,77.60378",12.916689,77.603782,1,3,1,1,Mico Layout,0.9976
"13.04782,77.55535",13.047823,77.555351,1,3,1,1,Jalahalli,0.9976
"13.00034,77.5738",13.000344,77.573801,1,3,1,1,Sadashivanagar,0.9976
"13.02748,77.74908",13.027475,77.749077,1,3,1,1,Mahadevapura,0.9977
"13.05234,77.48847",13.052345,77.488469,1,3,1,1,No Police Station,0.9977
"12.91895,77.56227",12.91895,77.562269,1,3,1,1,Banashankari,0.9977
"12.91895,77.53921",12.91895,77.539207,1,3,1,1,Banashankari,0.9977
"12.91895,77.51384",12.91895,77.513838,1,3,1,1,Kengeri,0.9977
"12.94834,77.69603",12.948342,77.696033,1,3,1,1,HAL Old Airport,0.9977
"12.88956,77.6453",12.889558,77.645295,1,3,1,1,HSR Layout,0.9977
"13.02521,77.58994",13.025214,77.589945,1,3,1,1,R.T. Nagar,0.9977
"13.0026,77.57611",13.002605,77.576107,1,3,1,1,Sadashivanagar,0.9977
"12.98904,77.75369",12.989039,77.75369,1,3,1,1,Mahadevapura,0.9977
"13.05461,77.74447",13.054606,77.744465,1,3,1,1,K.R. Pura,0.9977
"12.87599,77.52998",12.875993,77.529982,1,3,1,1,Thalagattapura,0.9977
"13.05461,77.58764",13.054606,77.587638,1,3,1,1,Kodigehalli,0.9977
"13.05234,77.74447",13.052345,77.744465,1,3,1,1,K.R. Pura,0.9977
"12.89182,77.66605",12.891819,77.666052,1,3,1,1,Electronic City,0.9977
"13.0026,77.61301",13.002605,77.613007,1,3,1,1,Pulikeshinagar(F.Town),0.9977
"13.04556,77.55304",13.045562,77.553044,1,3,1,1,Jalahalli,0.9977
"12.99356,77.66836",12.993561,77.668358,1,3,1,1,Mahadevapura,0.9977
"12.94608,77.5369",12.946081,77.5369,1,3,1,1,Byatarayanapura,0.9977
"12.94608,77.52537",12.946081,77.525369,1,3,1,1,Byatarayanapura,0.9977
"13.0026,77.55766",13.002605,77.557657,1,3,1,1,Malleshwaram,0.9977
"13.06139,77.73524",13.061389,77.73524,1,3,1,1,K.R. Pura,0.9977
"13.05913,77.74216",13.059128,77.742159,1,3,1,1,K.R. Pura,0.9977
"12.98904,77.64991",12.989039,77.649908,1,3,1,1,Banaswadi,0.9977
"13.02069,77.64991",13.020692,77.649908,1,3,1,1,Banaswadi,0.9978
"12.97547,77.75138",12.975473,77.751384,1,3,1,1,Whitefield,0.9978
"13.0026,77.68911",13.002605,77.689114,1,3,1,1,K.R. Pura,0.9978
"12.97547,77.52768",12.975473,77.527675,1,3,1,1,Vijayanagara,0.9978
"12.89634,77.60378",12.896341,77.603782,1,3,1,1,Mico Layout,0.9978
"13.0433,77.5369",13.043301,77.5369,1,3,1,1,Jalahalli,0.9978
"13.0433,77.52537",13.043301,77.525369,1,3,1,1,Peenya,0.9978
"13.0433,77.51153",13.043301,77.511531,1,3,1,1,Chikkabanavara,0.9978
"12.96417,77.74216",12.964169,77.742159,1,3,1,1,Whitefield,0.9978
"12.93252,77.60609",12.932516,77.606089,1,3,1,1,Mico Layout,0.9978
"13.06591,77.58303",13.065911,77.583026,1,3,1,1,Kodigehalli,0.9978
"12.92347,77.55074",12.923472,77.550738,1,3,1,1,Banashankari,0.9978
"12.92347,77.61301",12.923472,77.613007,1,3,1,1,Madiwala,0.9978
"12.98678,77.50922",12.986778,77.509225,1,3,1,1,Kamakshipalya,0.9978
"13.00487,77.69834",13.004866,77.698339,1,3,1,1,K.R. Pura,0.9978
"13.07495,77.58994",13.074954,77.589945,1,3,1,1,Yelahanka,0.9978
"12.96869,77.75369",12.968691,77.75369,1,3,1,1,Whitefield,0.9978
"12.96869,77.50461",12.968691,77.504613,1,3,1,1,Jnanabharathi,0.9978
"13.00487,77.69373",13.004866,77.693727,1,3,1,1,K.R. Pura,0.9978
"13.01617,77.54151",13.01617,77.541513,1,3,1,1,Rajajinagar,0.9978
"12.91443,77.49078",12.914428,77.490775,1,3,1,1,Kengeri,0.9978
"12.91443,77.48616",12.914428,77.486162,1,3,1,1,Kengeri,0.9978
"13.04104,77.52537",13.04104,77.525369,1,3,1,1,Jalahalli,0.9978
"13.04104,77.52306",13.04104,77.523063,1,3,1,1,Peenya,0.9978
"13.03878,77.52998",13.038779,77.529982,1,3,1,1,Peenya,0.9979
"13.03652,77.73524",13.036519,77.73524,1,3,1,1,K.R. Pura,0.9979
"12.92573,77.50922",12.925733,77.509225,1,3,1,1,Kengeri,0.9979
"12.92573,77.58764",12.925733,77.587638,1,3,1,1,Jayanagara,0.9979
"12.97547,77.73293",12.975473,77.732934,1,3,1,1,Whitefield,0.9979
"13.00713,77.5369",13.007126,77.5369,1,3,1,1,Rajajinagar,0.9979
"13.01391,77.52306",13.013909,77.523063,1,3,1,1,Rajajinagar,0.9979
"12.92573,77.69603",12.925733,77.696033,1,3,1,1,Bellandur,0.9979
"12.98452,77.48155",12.984517,77.48155,1,3,1,1,Kamakshipalya,0.9979
"12.94834,77.53921",12.948342,77.539207,1,3,1,1,Byatarayanapura,0.9979
"12.92799,77.54382",12.927994,77.543819,1,3,1,1,Banashankari,0.9979
"12.92799,77.50461",12.927994,77.504613,1,3,1,1,Kengeri,0.9979
"13.11339,77.63376",13.11339,77.633764,1,3,1,1,Yelahanka,0.9979
"12.95286,77.70295",12.952864,77.702952,1,3,1,1,HAL Old Airport,0.9979
"12.90538,77.53459",12.905385,77.534594,1,3,1,1,K.S. Layout,0.9979
"12.90538,77.52998",12.905385,77.529982,1,3,1,1,K.S. Layout,0.9979
"12.91217,77.55074",12.912167,77.550738,1,3,1,1,K.S. Layout,0.9979
"12.91217,77.51384",12.912167,77.513838,1,3,1,1,Kengeri,0.9979
"13.03426,77.60378",13.034258,77.603782,1,3,1,1,Hebbala,0.9979
"12.92799,77.73985",12.927994,77.739852,1,3,1,1,Whitefield,0.9979
"13.26487,77.7191",13.264872,77.719096,1,3,1,1,Devanahalli Airport,0.9979
"13.292,77.53229",13.292004,77.532288,1,2,0,1,No Police Station,0.9979
"13.24452,77.70987",13.244524,77.709871,1,2,0,1,Devanahalli Airport,0.9979
"12.95965,77.51614",12.959647,77.516144,1,2,0,1,Byatarayanapura,0.9979
"13.19252,77.70756",13.192523,77.707565,1,2,0,1,Devanahalli Airport,0.9979
"13.19252,77.68911",13.192523,77.689114,1,2,0,1,Devanahalli Airport,0.998
"13.19252,77.69142",13.192523,77.691421,1,2,0,1,Devanahalli Airport,0.998
"13.19252,77.69373",13.192523,77.693727,1,2,0,1,Devanahalli Airport,0.998
"12.83982,77.6845",12.839818,77.684502,1,2,0,1,Electronic City,0.998
"12.83756,77.65683",12.837557,77.656827,1,2,0,1,Electronic City,0.998
"13.00939,77.6453",13.009387,77.645295,1,2,0,1,Banaswadi,0.998
"13.00939,77.64299",13.009387,77.642989,1,2,0,1,Banaswadi,0.998
"13.00939,77.58764",13.009387,77.587638,1,2,0,1,R.T. Nagar,0.998
"12.90312,77.59456",12.903124,77.594557,1,2,0,1,J.P. Nagar,0.998
"12.90312,77.56458",12.903124,77.564576,1,2,0,1,K.S. Layout,0.998
"12.90312,77.54151",12.903124,77.541513,1,2,0,1,K.S. Layout,0.998
"12.90312,77.53229",12.903124,77.532288,1,2,0,1,K.S. Layout,0.998
"12.90312,77.52768",12.903124,77.527675,1,2,0,1,K.S. Layout,0.998
"12.90312,77.50922",12.903124,77.509225,1,2,0,1,Kengeri,0.998
"12.90312,77.44926",12.903124,77.449262,1,2,0,1,Kengeri,0.998
"12.90086,77.70987",12.900863,77.709871,1,2,0,1,Whitefield,0.998
"12.90086,77.70526",12.900863,77.705258,1,2,0,1,Whitefield,0.998
"13.00939,77.50692",13.009387,77.506919,1,2,0,1,Peenya,0.998
"13.00939,77.48155",13.009387,77.48155,1,2,0,1,Kamakshipalya,0.998
"12.8873,77.58994",12.887297,77.589945,1,2,0,1,J.P. Nagar,0.998
"12.8873,77.58072",12.887297,77.58072,1,2,0,1,J.P. Nagar,0.998
"12.88504,77.74677",12.885036,77.746771,1,2,0,1,No Police Station,0.998
"12.88504,77.65452",12.885036,77.65452,1,2,0,1,Electronic City,0.998
"13.03426,77.53459",13.034258,77.534594,1,2,0,1,Jalahalli,0.998
"12.88278,77.74908",12.882775,77.749077,1,2,0,1,No Police Station,0.9981
"13.03652,77.66836",13.036519,77.668358,1,2,0,1,Hennuru,0.9981
"13.03652,77.6084",13.036519,77.608395,1,2,0,1,K.G. Halli,0.9981
"13.03652,77.57149",13.036519,77.571494,1,2,0,1,Kodigehalli,0.9981
"13.03652,77.56919",13.036519,77.569188,1,2,0,1,Kodigehalli,0.9981
"13.03652,77.56688",13.036519,77.566882,1,2,0,1,Kodigehalli,0.9981
"13.03426,77.63838",13.034258,77.638376,1,2,0,1,Hennuru,0.9981
"12.93478,77.56688",12.934777,77.566882,1,2,0,1,Basavanagudi,0.9981
"12.93478,77.74677",12.934777,77.746771,1,2,0,1,Whitefield,0.9981
"12.93704,77.56688",12.937038,77.566882,1,2,0,1,Basavanagudi,0.9981
"12.94608,77.74447",12.946081,77.744465,1,2,0,1,Whitefield,0.9981
"13.032,77.53921",13.031997,77.539207,1,2,0,1,Yeshwanthpura,0.9981
"12.90991,77.69603",12.909906,77.696033,1,2,0,1,Bellandur,0.9981
"12.90991,77.66375",12.909906,77.663745,1,2,0,1,Bellandur,0.9981
"12.99808,77.48616",12.998083,77.486162,1,2,0,1,Kamakshipalya,0.9981
"12.99808,77.48386",12.998083,77.483856,1,2,0,1,Kamakshipalya,0.9981
"12.88504,77.56227",12.885036,77.562269,1,2,0,1,Thalagattapura,0.9981
"12.88504,77.55766",12.885036,77.557657,1,2,0,1,Thalagattapura,0.9981
"12.97321,77.67066",12.973213,77.670664,1,2,0,1,Banaswadi,0.9981
"12.94156,77.6822",12.941559,77.682196,1,2,0,1,HAL Old Airport,0.9981
"12.94156,77.59456",12.941559,77.594557,1,2,0,1,Wilson Garden,0.9981
"12.88504,77.55304",12.885036,77.553044,1,2,0,1,Thalagattapura,0.9981
"12.88504,77.5369",12.885036,77.5369,1,2,0,1,Thalagattapura,0.9981
"12.91217,77.6107",12.912167,77.610701,1,2,0,1,Mico Layout,0.9981
"13.03426,77.56919",13.034258,77.569188,1,2,0,1,Kodigehalli,0.9982
"12.8873,77.63607",12.887297,77.63607,1,2,0,1,Hulimavu,0.9982
